"id" "task" "block" "RT" "Correct"
1 8 4 1227 1
1 8 5 2081 1
1 8 5 2500 1
1 8 5 3806 1
1 8 5 3463 0
1 8 5 745 1
1 8 5 633 1
1 8 5 558 1
1 8 5 1474 0
1 8 5 716 1
1 8 5 944 0
1 8 5 615 1
1 8 5 810 1
1 8 5 724 0
1 8 5 679 1
2 1 1 681 1
2 1 1 728 1
2 1 1 680 1
2 1 1 584 1
2 1 1 701 1
2 1 1 528 1
2 1 1 629 1
2 1 1 681 1
2 1 1 617 1
2 1 1 612 1
2 1 1 643 1
2 1 1 521 1
2 1 1 474 1
2 1 1 544 1
2 1 2 765 1
2 1 2 569 1
2 1 2 555 1
2 1 2 545 1
2 1 2 464 1
2 1 2 487 1
2 1 2 534 1
2 1 2 540 1
2 1 2 902 1
2 1 2 494 1
2 1 2 737 1
2 1 2 471 1
2 1 2 635 1
2 1 2 565 1
2 1 3 623 1
2 1 3 544 1
2 1 3 778 1
2 1 3 754 1
2 1 3 559 1
2 1 3 447 1
2 1 3 461 1
2 1 3 558 1
2 1 3 447 1
2 1 3 532 0
2 1 3 1107 1
2 1 3 713 1
2 1 3 670 1
2 1 3 1107 1
2 1 4 822 1
2 1 4 545 1
2 1 4 659 1
2 1 4 871 1
2 1 4 860 1
2 1 4 573 1
2 1 4 485 1
2 1 4 568 1
2 1 4 812 1
2 1 4 786 1
2 1 4 869 1
2 1 4 691 1
2 1 4 698 1
2 1 4 537 1
2 1 5 806 1
2 1 5 790 1
2 1 5 639 1
2 1 5 525 1
2 1 5 609 1
2 1 5 826 1
2 1 5 516 1
2 1 5 616 1
2 1 5 512 1
2 1 5 435 1
2 1 5 607 1
2 1 5 583 1
2 1 5 721 1
2 1 5 829 1
2 2 1 527 1
2 2 1 618 1
2 2 1 1578 1
2 2 1 638 1
2 2 1 738 1
2 2 1 447 1
2 2 1 523 1
2 2 1 696 0
2 2 1 742 1
2 2 1 491 0
2 2 1 1167 1
2 2 1 721 1
2 2 1 575 1
2 2 1 1501 1
2 2 2 658 1
2 2 2 562 1
2 2 2 512 1
2 2 2 569 1
2 2 2 653 1
2 2 2 595 1
2 2 2 449 1
2 2 2 485 1
2 2 2 797 1
2 2 2 517 1
2 2 2 568 1
2 2 2 543 1
2 2 2 460 1
2 2 2 570 1
2 2 3 473 1
2 2 3 481 1
2 2 3 687 1
2 2 3 589 1
2 2 3 537 1
2 2 3 481 1
2 2 3 416 1
2 2 3 430 1
2 2 3 486 1
2 2 3 683 1
2 2 3 495 1
2 2 3 458 1
2 2 3 717 1
2 2 3 501 1
2 2 4 476 1
2 2 4 484 1
2 2 4 396 1
2 2 4 562 1
2 2 4 538 1
2 2 4 589 1
2 2 4 472 1
2 2 4 522 1
2 2 4 556 1
2 2 4 459 1
2 2 4 656 0
2 2 4 1368 1
2 2 4 692 1
2 2 4 594 1
2 2 5 567 1
2 2 5 552 1
2 2 5 485 1
2 2 5 704 1
2 2 5 460 1
2 2 5 492 1
2 2 5 709 1
2 2 5 534 1
2 2 5 497 1
2 2 5 454 1
2 2 5 392 1
2 2 5 362 1
2 2 5 411 1
2 2 5 491 1
2 3 1 420 1
2 3 1 537 1
2 3 1 614 1
2 3 1 510 1
2 3 1 610 1
2 3 1 569 1
2 3 1 448 1
2 3 1 503 1
2 3 1 427 1
2 3 1 636 1
2 3 1 570 1
2 3 1 525 1
2 3 1 665 1
2 3 1 457 0
2 3 2 381 1
2 3 2 707 1
2 3 2 458 1
2 3 2 397 1
2 3 2 627 1
2 3 2 846 1
2 3 2 487 1
2 3 2 401 1
2 3 2 535 1
2 3 2 574 1
2 3 2 552 1
2 3 2 568 1
2 3 2 750 1
2 3 2 593 0
2 3 3 444 1
2 3 3 529 1
2 3 3 572 1
2 3 3 855 1
2 3 3 508 1
2 3 3 392 1
2 3 3 495 1
2 3 3 395 1
2 3 3 472 1
2 3 3 546 1
2 3 3 527 1
2 3 3 374 1
2 3 3 382 1
2 3 3 448 1
2 3 4 379 1
2 3 4 429 1
2 3 4 471 1
2 3 4 504 1
2 3 4 608 1
2 3 4 446 1
2 3 4 449 1
2 3 4 683 1
2 3 4 560 1
2 3 4 439 0
2 3 4 645 1
2 3 4 540 1
2 3 4 718 1
2 3 4 660 1
2 3 5 410 1
2 3 5 335 1
2 3 5 587 1
2 3 5 706 1
2 3 5 643 1
2 3 5 512 1
2 3 5 750 1
2 3 5 999 1
2 3 5 671 1
2 3 5 693 1
2 3 5 580 1
2 3 5 812 1
2 3 5 394 1
2 3 5 486 1
2 4 1 405 1
2 4 1 472 1
2 4 1 986 1
2 4 1 512 1
2 4 1 431 1
2 4 1 496 1
2 4 1 346 1
2 4 1 615 1
2 4 1 441 1
2 4 1 477 1
2 4 1 463 1
2 4 1 462 1
2 4 1 535 1
2 4 1 539 1
2 4 2 401 1
2 4 2 543 1
2 4 2 678 1
2 4 2 643 1
2 4 2 442 1
2 4 2 663 1
2 4 2 513 1
2 4 2 645 1
2 4 2 774 1
2 4 2 485 1
2 4 2 544 1
2 4 2 476 1
2 4 2 366 1
2 4 2 1321 1
2 4 3 328 1
2 4 3 564 1
2 4 3 511 1
2 4 3 557 1
2 4 3 614 1
2 4 3 484 1
2 4 3 519 1
2 4 3 653 1
2 4 3 816 1
2 4 3 546 1
2 4 3 506 1
2 4 3 481 1
2 4 3 1006 1
2 4 3 617 1
2 4 4 774 1
2 4 4 358 1
2 4 4 329 1
2 4 4 538 1
2 4 4 385 1
2 4 4 404 1
2 4 4 529 1
2 4 4 398 1
2 4 4 929 1
2 4 4 537 1
2 4 4 729 1
2 4 4 469 1
2 4 4 607 1
2 4 4 691 1
2 4 5 515 1
2 4 5 340 1
2 4 5 342 1
2 4 5 636 1
2 4 5 470 1
2 4 5 937 1
2 4 5 495 1
2 4 5 624 1
2 4 5 456 1
2 4 5 1082 1
2 4 5 487 1
2 4 5 438 1
2 4 5 695 1
2 4 5 617 1
2 5 1 359 1
2 5 1 478 1
2 5 1 345 1
2 5 1 287 1
2 5 1 701 1
2 5 1 349 1
2 5 1 340 1
2 5 1 640 1
2 5 1 402 1
2 5 1 319 1
2 5 1 337 1
2 5 1 253 1
2 5 1 459 1
2 5 1 444 1
2 5 2 370 1
2 5 2 239 1
2 5 2 311 1
2 5 2 399 0
2 5 2 530 1
2 5 2 342 1
2 5 2 524 1
2 5 2 540 1
2 5 2 398 1
2 5 2 318 1
2 5 2 544 1
2 5 2 549 0
2 5 2 702 1
2 5 2 454 1
2 5 3 341 1
2 5 3 494 1
2 5 3 495 1
2 5 3 467 1
2 5 3 552 1
2 5 3 838 1
2 5 3 644 1
2 5 3 377 1
2 5 3 458 1
2 5 3 517 1
2 5 3 550 1
2 5 3 319 1
2 5 3 485 1
2 5 3 723 1
2 5 4 372 1
2 5 4 320 1
2 5 4 457 1
2 5 4 614 0
2 5 4 698 1
2 5 4 405 0
2 5 4 755 1
2 5 4 613 1
2 5 4 373 1
2 5 4 825 1
2 5 4 383 1
2 5 4 432 1
2 5 4 783 1
2 5 4 546 1
2 5 5 399 1
2 5 5 319 1
2 5 5 396 0
2 5 5 494 1
2 5 5 433 1
2 5 5 431 1
2 5 5 457 1
2 5 5 280 1
2 5 5 339 1
2 5 5 403 1
2 5 5 457 1
2 5 5 368 1
2 5 5 641 1
2 5 5 343 1
2 6 1 403 1
2 6 1 353 1
2 6 1 403 1
2 6 1 383 1
2 6 1 405 0
2 6 1 414 1
2 6 1 331 1
2 6 1 408 1
2 6 1 433 1
2 6 1 342 1
2 6 1 376 1
2 6 1 531 1
2 6 1 373 1
2 6 1 349 1
2 6 2 593 1
2 6 2 380 1
2 6 2 433 1
2 6 2 430 1
2 6 2 353 1
2 6 2 521 1
2 6 2 524 1
2 6 2 351 1
2 6 2 460 1
2 6 2 311 1
2 6 2 373 1
2 6 2 469 1
2 6 2 527 1
2 6 2 412 1
2 6 3 288 1
2 6 3 319 1
2 6 3 499 1
2 6 3 470 1
2 6 3 293 1
2 6 3 323 1
2 6 3 296 1
2 6 3 412 0
2 6 3 476 1
2 6 3 373 1
2 6 3 321 1
2 6 3 323 1
2 6 3 371 1
2 6 3 437 1
2 6 4 381 1
2 6 4 463 1
2 6 4 374 1
2 6 4 410 0
2 6 4 451 1
2 6 4 345 1
2 6 4 380 1
2 6 4 649 1
2 6 4 499 1
2 6 4 382 1
2 6 4 493 1
2 6 4 761 1
2 6 4 589 1
2 6 4 377 1
2 6 5 375 1
2 6 5 412 1
2 6 5 495 1
2 6 5 467 1
2 6 5 555 1
2 6 5 354 0
2 6 5 611 1
2 6 5 459 1
2 6 5 413 1
2 6 5 408 1
2 6 5 315 1
2 6 5 318 1
2 6 5 320 1
2 6 5 323 1
2 7 1 613 1
2 7 1 446 1
2 7 1 642 1
2 7 1 582 1
2 7 1 467 1
2 7 1 841 1
2 7 1 530 1
2 7 1 527 1
2 7 1 565 1
2 7 1 664 1
2 7 1 501 1
2 7 1 445 1
2 7 1 823 0
2 7 1 995 1
2 7 2 492 1
2 7 2 623 1
2 7 2 738 1
2 7 2 625 1
2 7 2 692 1
2 7 2 378 1
2 7 2 349 1
2 7 2 622 1
2 7 2 371 1
2 7 2 385 1
2 7 2 395 1
2 7 2 410 1
2 7 2 377 1
2 7 2 479 1
2 7 3 618 1
2 7 3 476 1
2 7 3 410 1
2 7 3 377 1
2 7 3 1035 1
2 7 3 496 1
2 7 3 853 1
2 7 3 602 1
2 7 3 617 0
2 7 3 695 1
2 7 3 534 1
2 7 3 606 1
2 7 3 406 0
2 7 3 1026 1
2 7 4 615 1
2 7 4 710 1
2 7 4 754 1
2 7 4 619 1
2 7 4 650 1
2 7 4 490 1
2 7 4 593 1
2 7 4 521 1
2 7 4 403 1
2 7 4 548 1
2 7 4 537 1
2 7 4 432 1
2 7 4 542 1
2 7 4 650 1
2 7 5 672 1
2 7 5 434 1
2 7 5 382 1
2 7 5 564 1
2 7 5 406 1
2 7 5 475 1
2 7 5 609 1
2 7 5 511 1
2 7 5 589 1
2 7 5 678 1
2 7 5 507 1
2 7 5 816 1
2 7 5 586 1
2 7 5 495 1
2 8 1 659 1
2 8 1 624 1
2 8 1 436 1
2 8 1 566 0
2 8 1 964 0
2 8 1 681 1
2 8 1 684 1
2 8 1 1085 1
2 8 1 586 1
2 8 1 701 1
2 8 1 988 1
2 8 1 582 1
2 8 1 737 1
2 8 1 941 1
2 8 2 739 1
2 8 2 771 1
2 8 2 824 1
2 8 2 843 1
2 8 2 1202 1
2 8 2 524 1
2 8 2 479 1
2 8 2 591 1
2 8 2 670 1
2 8 2 507 1
2 8 2 1058 1
2 8 2 679 0
2 8 2 1404 1
2 8 2 832 1
2 8 3 834 1
2 8 3 630 1
2 8 3 620 1
2 8 3 1091 1
2 8 3 459 1
2 8 3 523 1
2 8 3 593 1
2 8 3 736 1
2 8 3 454 1
2 8 3 1745 1
2 8 3 1241 1
2 8 3 1096 1
2 8 3 594 1
2 8 3 678 1
2 8 4 492 1
2 8 4 826 1
2 8 4 710 1
2 8 4 651 1
2 8 4 528 1
2 8 4 474 1
2 8 4 566 1
2 8 4 810 1
2 8 4 598 1
2 8 4 876 1
2 8 4 1056 1
2 8 4 439 1
2 8 4 724 1
2 8 4 531 1
2 8 5 613 1
2 8 5 851 1
2 8 5 511 1
2 8 5 508 1
2 8 5 676 1
2 8 5 475 1
2 8 5 484 1
2 8 5 515 1
2 8 5 619 1
2 8 5 751 1
2 8 5 506 1
2 8 5 501 1
2 8 5 565 1
2 8 5 439 0
3 1 1 703 1
3 1 1 919 1
3 1 1 575 1
3 1 1 567 1
3 1 1 823 1
3 1 1 710 1
3 1 1 547 1
3 1 1 522 1
3 1 1 631 1
3 1 1 575 1
3 1 1 614 1
3 1 1 537 1
3 1 1 542 1
3 1 1 630 1
3 1 2 559 1
3 1 2 660 1
3 1 2 756 1
3 1 2 510 1
3 1 2 521 1
3 1 2 786 1
3 1 2 554 1
3 1 2 536 0
3 1 2 943 1
3 1 2 594 1
3 1 2 563 1
3 1 2 477 1
3 1 2 482 1
3 1 2 705 1
3 1 3 638 1
3 1 3 654 1
3 1 3 787 1
3 1 3 691 1
3 1 3 549 1
3 1 3 559 1
3 1 3 628 1
3 1 3 685 1
3 1 3 918 1
3 1 3 660 1
3 1 3 788 1
3 1 3 618 1
3 1 3 544 1
3 1 3 582 1
3 1 4 584 1
3 1 4 656 1
3 1 4 639 1
3 1 4 567 1
3 1 4 645 1
3 1 4 614 1
3 1 4 536 1
3 1 4 762 1
3 1 4 613 1
3 1 4 594 1
3 1 4 668 1
3 1 4 684 1
3 1 4 891 1
3 1 4 613 1
3 1 5 754 1
3 1 5 640 1
3 1 5 610 1
3 1 5 491 1
3 1 5 622 1
3 1 5 583 1
3 1 5 709 1
3 1 5 649 1
3 1 5 627 1
3 1 5 503 1
3 1 5 569 1
3 1 5 596 1
3 1 5 504 0
3 1 5 691 1
3 2 1 1103 1
3 2 1 718 1
3 2 1 633 1
3 2 1 664 1
3 2 1 686 1
3 2 1 623 1
3 2 1 708 1
3 2 1 619 1
3 2 1 584 1
3 2 1 686 1
3 2 1 565 1
3 2 1 764 0
3 2 1 1142 1
3 2 1 1183 1
3 2 2 596 1
3 2 2 791 1
3 2 2 733 1
3 2 2 606 1
3 2 2 692 1
3 2 2 831 1
3 2 2 658 1
3 2 2 735 1
3 2 2 716 1
3 2 2 715 1
3 2 2 703 1
3 2 2 617 1
3 2 2 590 1
3 2 2 933 1
3 2 3 636 1
3 2 3 619 1
3 2 3 544 1
3 2 3 628 0
3 2 3 670 1
3 2 3 660 1
3 2 3 551 1
3 2 3 532 1
3 2 3 587 1
3 2 3 701 1
3 2 3 860 1
3 2 3 724 1
3 2 3 768 1
3 2 3 800 1
3 2 4 563 1
3 2 4 589 1
3 2 4 670 1
3 2 4 696 1
3 2 4 587 1
3 2 4 658 1
3 2 4 662 1
3 2 4 684 1
3 2 4 1153 1
3 2 4 624 1
3 2 4 720 1
3 2 4 704 1
3 2 4 603 1
3 2 4 590 1
3 2 5 653 1
3 2 5 544 1
3 2 5 620 1
3 2 5 568 1
3 2 5 619 1
3 2 5 576 1
3 2 5 559 1
3 2 5 562 1
3 2 5 549 1
3 2 5 712 1
3 2 5 539 1
3 2 5 701 1
3 2 5 648 1
3 2 5 570 1
3 3 1 429 1
3 3 1 464 1
3 3 1 548 1
3 3 1 518 1
3 3 1 708 1
3 3 1 436 1
3 3 1 489 1
3 3 1 488 1
3 3 1 429 1
3 3 1 685 1
3 3 1 533 1
3 3 1 550 1
3 3 1 517 1
3 3 1 389 1
3 3 2 441 1
3 3 2 494 1
3 3 2 478 1
3 3 2 455 1
3 3 2 583 1
3 3 2 624 1
3 3 2 547 0
3 3 2 664 1
3 3 2 579 1
3 3 2 800 1
3 3 2 528 1
3 3 2 452 1
3 3 2 450 0
3 3 2 982 1
3 3 3 589 1
3 3 3 605 1
3 3 3 577 1
3 3 3 617 1
3 3 3 579 1
3 3 3 519 1
3 3 3 550 1
3 3 3 542 1
3 3 3 597 1
3 3 3 892 1
3 3 3 630 1
3 3 3 491 1
3 3 3 464 1
3 3 3 670 1
3 3 4 466 1
3 3 4 551 1
3 3 4 758 1
3 3 4 479 1
3 3 4 465 1
3 3 4 477 1
3 3 4 588 1
3 3 4 589 1
3 3 4 515 1
3 3 4 491 1
3 3 4 433 1
3 3 4 525 1
3 3 4 562 1
3 3 4 560 1
3 3 5 580 1
3 3 5 473 1
3 3 5 508 1
3 3 5 576 1
3 3 5 530 1
3 3 5 492 1
3 3 5 583 1
3 3 5 613 1
3 3 5 516 1
3 3 5 599 1
3 3 5 601 1
3 3 5 563 1
3 3 5 443 1
3 3 5 537 1
3 4 1 709 1
3 4 1 475 1
3 4 1 531 1
3 4 1 497 1
3 4 1 533 1
3 4 1 489 1
3 4 1 499 1
3 4 1 573 1
3 4 1 532 1
3 4 1 572 1
3 4 1 595 1
3 4 1 498 1
3 4 1 520 1
3 4 1 491 1
3 4 2 664 1
3 4 2 514 1
3 4 2 572 1
3 4 2 595 1
3 4 2 598 1
3 4 2 499 1
3 4 2 681 1
3 4 2 490 1
3 4 2 527 1
3 4 2 556 1
3 4 2 547 1
3 4 2 514 1
3 4 2 533 1
3 4 2 492 1
3 4 3 422 1
3 4 3 719 1
3 4 3 573 1
3 4 3 522 1
3 4 3 613 1
3 4 3 669 1
3 4 3 613 1
3 4 3 841 1
3 4 3 874 1
3 4 3 653 1
3 4 3 999 1
3 4 3 530 1
3 4 3 552 1
3 4 3 571 1
3 4 4 656 1
3 4 4 465 1
3 4 4 524 1
3 4 4 567 1
3 4 4 487 1
3 4 4 538 1
3 4 4 504 1
3 4 4 548 1
3 4 4 662 1
3 4 4 531 1
3 4 4 529 1
